company_name,domain,partner_tech,vertical,country,icp_tier,icp_tier_name,lead_score,sw_monthly_visits,sw_bounce_rate,sw_pages_per_visit,sw_search_traffic_pct,tech_spend
"Master Payments",masterpayments.net,"Adobe Experience Manager","Business And Industrial",CA,1,Commerce,50,,,,,0
"",shuttletobigsky.com,"Adobe Experience Manager",Travel,US,1,Commerce,50,,,,,0
Maghammeram,maghammeram.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",baclayuk.com,"Adobe Experience Manager",Unknown,GB,1,Commerce,50,,,,,0
"Skip to main co",art-aem64-stage.scholastic.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"",automaticartisan.com,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,50,,,,,0
"",blutec.co.in,"Adobe Experience Manager","Business And Industrial",IN,1,Commerce,50,,,,,0
"Rock Scar Media",rockscarmedia.com,"Adobe Experience Manager",Unknown,GB,1,Commerce,50,,,,,0
"Markmonitor Inc",evrenzo.no,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",ffcalgary.org,"Adobe Experience Manager","Law, Govt And Politics",CA,1,Commerce,50,,,,,0
"",guttenmorgen.kz,"Adobe Experience Manager",Unknown,RU,1,Commerce,50,,,,,0
"Hamilton Douglas Legal",hdclaims.co.uk,"Adobe Experience Manager","Business And Industrial",GB,1,Commerce,50,,,,,0
"",fintech.udel.edu,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",sole-g.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
247insuranceview,247insuranceview.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
HealBerry.com,healberry.com,"Adobe Experience Manager","Health And Fitness",US,1,Commerce,50,,,,,0
"",soyerrede.com,"Adobe Experience Manager","Hobbies And Interests","",1,Commerce,50,,,,,0
"",chevroletamerican.com.ar,"Adobe Experience Manager","Automotive And Vehicles","",1,Commerce,50,,,,,0
"KMS Hair",kmshair.com,"Adobe Experience Manager","Style And Fashion",AU,1,Commerce,50,,,,,0
"",m682.com,"Adobe Experience Manager",Unknown,CN,1,Commerce,50,,,,,0
"",jieone.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"",webza1.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",paxton-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,0
"FedEx Corporation",fedex.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,0
"",proudproduct.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,0
"",bistrodote.pt,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",kyeemaghin-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,0
"Moog Inc",moog.fr,"Adobe Experience Manager","Business And Industrial",FR,1,Commerce,50,,,,,0
"Visionbridge Life Sciences Management L.P",visionbridge.com,"Adobe Experience Manager",Science,"",1,Commerce,50,,,,,0
"Oxa Group",oxa-group.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,0
"KIA MOTORS DEUTSCHLAND GmbH",kia-heinen-dortmund.de,"Adobe Experience Manager","Automotive And Vehicles",DE,1,Commerce,50,,,,,0
"Markham Bank",markhambank.com,"Adobe Experience Manager",Finance,US,1,Commerce,50,,,,,0
"",maximizedistance.com,"Adobe Experience Manager",Unknown,CA,1,Commerce,50,,,,,0
"El Chiapaneco",elchiapaneco.com.mx,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",uiutvdome.com,"Adobe Experience Manager","Real Estate","",1,Commerce,50,,,,,0
holistichealing.space,holistichealing.space,"Adobe Experience Manager","Health And Fitness",US,1,Commerce,50,,,,,0
"MAGS Skin",magsskin.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,0
"",zero3petcare.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
nivrutinatural.com,nivrutinatural.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"Banque PSA Finance",stellantisfinancialservices.com,"Adobe Experience Manager",Finance,FR,1,Commerce,50,,,,,0
"",azgoldbuy.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"Constellation Energy Resources LLC",nebraskagas.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,0
"",sostenibilidadgrupoepm.com.co,"Adobe Experience Manager",Society,"",1,Commerce,50,,,,,0
"Deanwood Youth Empowerment Association",dyea.org,"Adobe Experience Manager",Sports,US,1,Commerce,50,,,,,0
"Skip to main co",sciencespin2-aem64-stage.scholastic.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"",discovernorthwestflorida.com,"Adobe Experience Manager","Real Estate",US,1,Commerce,50,,,,,0
"Wet Noses & Wagging Tails",waggingtails.dog,"Adobe Experience Manager","Family And Parenting",US,1,Commerce,50,,,,,0
"CG Autos Wakefield",cgautoswakefield.co.uk,"Adobe Experience Manager","Automotive And Vehicles",GB,1,Commerce,50,,,,,0
"",ilplfinancial.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"Aspire Wealth",asspirewealth.ltd,"Adobe Experience Manager",Finance,GB,1,Commerce,50,,,,,0
"Sony Interactive Entertainment Europe Limited",store-playstation.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",airync.com,"Adobe Experience Manager",Sports,GB,1,Commerce,50,,,,,0
"",ccicompass.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,0
Sawcafe,sawcafe.com,"Adobe Experience Manager","Business And Industrial",AR,1,Commerce,50,,,,,0
"",samsunjob.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"Drapery Tradition Inc",draperytraditioninc.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"",social-media-ads.com,"Adobe Experience Manager",Science,"",1,Commerce,50,,,,,0
"Anheuser Busch LLC",theritas.com,"Adobe Experience Manager","Food And Drink","",1,Commerce,50,,,,,0
"defusio GmbH",defusio.com,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,0
"",atom-cars.ru,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",all-on.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,0
"Jaguar Land Rover Limited",full-traction.jaguar.es,"Adobe Experience Manager",Unknown,ES,1,Commerce,50,,,,,0
"",newlambton-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,0
"",allanreeder.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",nutritionsworld.co.in,"Adobe Experience Manager",Unknown,IN,1,Commerce,50,,,,,0
"Janela Imoveis",janelaimoveis.com.br,"Adobe Experience Manager","Business And Industrial",BR,1,Commerce,50,,,,,0
"Suncrest Home Builders",suncresthomebuilder.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
babellsp.com,babellsp.com,"Adobe Experience Manager",Science,AE,1,Commerce,50,,,,,0
Engineering,eng.it,"Adobe Experience Manager","Business And Industrial",IT,1,Commerce,50,,,,,0
aprendaamigurumi.net,aprendaamigurumi.net,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",drbregmanmd.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"",peatsridge-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,0
"",b2bleadgeneration.us,"Adobe Experience Manager","Business And Industrial",BD,1,Commerce,50,,,,,0
mail.honeywelltj.com,honeywelltj.com,"Adobe Experience Manager",Science,CN,1,Commerce,50,,,,,0
"",gcmethiopia.org,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,0
"Mega Group",megagroup-eg.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,0
"AXA Holdings Belgium",axa.fr,"Adobe Experience Manager","Business And Industrial",FR,1,Commerce,50,,,,,0
"Coherent Corp",0571photo.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"Allianz Taiwan Life Insurance Company Ltd",allianz.com.tw,"Adobe Experience Manager",Unknown,TW,1,Commerce,50,,,,,0
Thetygo,thetygo.com,"Adobe Experience Manager",Unknown,IN,1,Commerce,50,,,,,0
"Invincible Digital Private Ltd",invincibledigital.com,"Adobe Experience Manager","Business And Industrial",IN,1,Commerce,50,,,,,0
antor.store,antor.store,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
affiliatemarketinganalyst,affiliatemarketinganalyst.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",mededuglobal.com,"Adobe Experience Manager",Unknown,IN,1,Commerce,50,,,,,0
"Bristol Myers Squibb S.R.L",anticoagulante.info,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",cra-yverdon.ch,"Adobe Experience Manager",Unknown,CH,1,Commerce,50,,,,,0
"",preferredpoppy.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"TrackSight Solutions",tracksightsolutions.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",macombpressurewash.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"Banco Financiera Comercial Hondurena S.A",ficohsa.com,"Adobe Experience Manager",Finance,HN,1,Commerce,50,,,,,0
"",tocorrect.com,"Adobe Experience Manager",Unknown,CA,1,Commerce,50,,,,,0
"",anikjahid.site,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",royalexpresslogisticsservice.com,"Adobe Experience Manager",Unknown,GB,1,Commerce,50,,,,,0
"BHH Affiliates LLC",michellesells316.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,0
"",finvestor.info,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,0
"o'events",sso-events.fr,"Adobe Experience Manager",Unknown,FR,1,Commerce,50,,,,,0
"Solstice Advanced Materials, Inc.",solstice.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,0
"",bc0a.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,0
Startease,startease.in,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,0
"",signal-iduna-agentur.de,"Adobe Experience Manager","Business And Industrial",DE,1,Commerce,50,,,,,0
"",sustainera.com,"Adobe Experience Manager","Business And Industrial",NL,1,Commerce,50,,,,,0
"",syriantalent.com,"Adobe Experience Manager","Business And Industrial",AE,1,Commerce,50,,,,,0
"Dev Creador",devcreador.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",brightcrestsolutions.com,"Adobe Experience Manager",Unknown,IN,1,Commerce,50,,,,,0
"",gymeabay-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,0
"",sherwoodfurniture.design,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,0
"Los Angeles Organizing Committee For The Olympic And Paralympic Games 2028",la28.org,"Adobe Experience Manager",Sports,US,1,Commerce,50,,,,,0
"Diamond Girl Marketing",diamondgirlmarketing.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,0
"",hotelstarps.com,"Adobe Experience Manager","Law, Govt And Politics",US,1,Commerce,50,,,,,0
"",insk.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",sflplumbingmiami.com,"Adobe Experience Manager","Home And Garden",US,1,Commerce,50,,,,,0
Giaohoitruonglao,giaohoitruonglao.com,"Adobe Experience Manager",Unknown,CA,1,Commerce,50,,,,,0
Happydandis,happydandis.com,"Adobe Experience Manager",Shopping,US,1,Commerce,50,,,,,0
"AXA Versicherungen AG",axa.ch,"Adobe Experience Manager",Finance,CH,1,Commerce,50,,,,,0
"",gmparts.com,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,50,,,,,0
"Divine Canine",divinecanine.com,"Adobe Experience Manager",Pets,US,1,Commerce,50,,,,,0
"Guardian Industries Corp",guardianglass.com,"Adobe Experience Manager","Law, Govt And Politics","",1,Commerce,50,,,,,0
"",maraylya-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,0
"",visitqatar.com,"Adobe Experience Manager",Travel,QA,1,Commerce,50,,,,,0
NBIT,nbit.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,0
"",jtrey.com,"Adobe Experience Manager",Finance,US,1,Commerce,50,,,,,0
"Simplyfly LLC",simplyflynow.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,0
"",birkhomes.ca,"Adobe Experience Manager",Shopping,CA,1,Commerce,50,,,,,0
"Peachten se",peachten.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"Resilient Technology Specialists Ltd",resilienttechnologyspecialists.com,"Adobe Experience Manager","Business And Industrial",GB,1,Commerce,50,,,,,0
"",alphamidiadigital.com.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,0
"",hcydsz.com,"Adobe Experience Manager",Unknown,CN,1,Commerce,50,,,,,0
"",cpcrdcongo.org,"Adobe Experience Manager","Business And Industrial",CD,1,Commerce,50,,,,,0
"Messe Hannover GmbH",euroblech.com,"Adobe Experience Manager","Business And Industrial",GB,1,Commerce,50,,,,,0
"",billcordell.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,0
