company_name,domain,partner_tech,vertical,country,icp_tier,icp_tier_name,lead_score,sw_monthly_visits,sw_bounce_rate,sw_pages_per_visit,sw_search_traffic_pct,tech_spend
"Exemplis Corporation",exemplis.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,55,,,,,15307
"Toyota Finance Australia Ltd",toyotafinanceonline.com.au,"Adobe Experience Manager","Automotive And Vehicles",AU,1,Commerce,55,,,,,15220
"Apartment Income REIT Corp",aircommunities.com,"Adobe Experience Manager",Careers,US,1,Commerce,55,,,,,15200
"Prudential IP Services Ltd",prudentialplc.com,"Adobe Experience Manager","Business And Industrial",GB,1,Commerce,55,,,,,15139
"",isp.illinois.gov,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,15100
"EVRENZO co",evrenzo.fi,"Adobe Experience Manager",Unknown,FI,1,Commerce,55,,,,,15100
"EVRENZO co",evrenzo.dk,"Adobe Experience Manager",Unknown,DK,1,Commerce,55,,,,,15100
"Progress Rail Services Corporation",progressrail.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,55,,,,,15060
"Basil Toyota",basiltoyota.com,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,55,,,,,15004
"",venoferhcp.com,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,14978
"Unox NV",unox.nl,"Adobe Experience Manager","Food And Drink",NL,1,Commerce,55,,,,,14921
"Bridgestone SchlieAYen",bridgestone.de,"Adobe Experience Manager","Automotive And Vehicles",DE,1,Commerce,55,,,,,14905
"",serinosports.com,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,14839
"",scotiaprivateclientgroup.com,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,14800
"DHL International GmbH",ondemand.dhl.com,"Adobe Experience Manager",Unknown,DE,1,Commerce,55,,,,,14800
"Leioa Motor",leioamotor.es,"Adobe Experience Manager","Automotive And Vehicles",ES,1,Commerce,55,,,,,14800
"",westpaciq.com.au,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,14800
"BREZTRI co",breztri.com,"Adobe Experience Manager","Health And Fitness","",1,Commerce,55,,,,,14738
"Champion Home Builders Inc",silvercrest.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,55,,,,,14732
"Capquest Group",capquest.co.uk,"Adobe Experience Manager",Finance,GB,1,Commerce,55,,,,,14690
"Kanebo Cosmetics Inc",nomorerules.net,"Adobe Experience Manager",Unknown,JP,1,Commerce,55,,,,,14600
"Bridgestone Corporation",bridgestone.it,"Adobe Experience Manager",Sports,IT,1,Commerce,55,,,,,14587
"Banco de Galicia y Buenos Aires S.A.U",galiciasecurities.com.ar,"Adobe Experience Manager",Unknown,AR,1,Commerce,55,,,,,14565
"Lavazza ZA",lavazza.co.za,"Adobe Experience Manager","Food And Drink",ZA,1,Commerce,55,,,,,14550
"Bridgestone Corporation",bridgestone.hu,"Adobe Experience Manager",Unknown,HU,1,Commerce,55,,,,,14547
"",globalhealthsaudi.com,"Adobe Experience Manager",Unknown,GB,1,Commerce,55,,,,,14402
"Oceanology International Americas",oceanologyinternationalamericas.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,55,,,,,14400
"Shimonoseki Mitsui Chemicals Inc",shimonoseki-mci.co.jp,"Adobe Experience Manager",Unknown,JP,1,Commerce,55,,,,,14400
"Takeda Pharmaceuticals U.S.A. Inc",takedamedconnect.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,55,,,,,14397
"ENI PLENITUDE IBERIA S.L",eniplenitude.es,"Adobe Experience Manager","Business And Industrial",ES,1,Commerce,55,,,,,14250
Volkswagen,vw.ca,"Adobe Experience Manager","Automotive And Vehicles",CA,1,Commerce,55,,,,,14204
"Avery Dennison Corporation",makingpackagingcircular.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,55,,,,,14200
Visa,visa.com.tw,"Adobe Experience Manager",Finance,US,1,Commerce,55,,,,,14117
BMW,bmwmyanmar.com,"Adobe Experience Manager","Automotive And Vehicles",DE,1,Commerce,55,,,,,14100
"",testingprostatecancer.com,"Adobe Experience Manager","Health And Fitness","",1,Commerce,55,,,,,14070
"WSzW w Gorzowie Wlkp. Sp. z o.o",gorzow.pl,"Adobe Experience Manager",Sports,US,1,Commerce,55,,,,,14069
"USHEALTH Group",ushealthgroup.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,55,,,,,13985
"",fondazionesnam.it,"Adobe Experience Manager",Unknown,IT,1,Commerce,55,,,,,13927
ZenTrades,zentrades.pro,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,55,,,,,13924
"Frankfort Toyota",frankforttoyota.com,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,55,,,,,13913
"Safe Guard Products International LLC",power-protect.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,55,,,,,13900
"MLCAM.COM.AU Pty Ltd",mlcam.com.au,"Adobe Experience Manager","Business And Industrial",AU,1,Commerce,55,,,,,13900
"Bridgestone Corporation",bridgestone.es,"Adobe Experience Manager",Travel,FR,1,Commerce,55,,,,,13805
"Bridgestone Corporation",bridgestone.fi,"Adobe Experience Manager",Unknown,BE,1,Commerce,55,,,,,13805
"",customerpreferencecenter.com,"Adobe Experience Manager","Automotive And Vehicles","",1,Commerce,55,,,,,13800
"",azmedconnect.vn,"Adobe Experience Manager",Unknown,VN,1,Commerce,55,,,,,13750
"",actonckd-eg.com,"Adobe Experience Manager","Health And Fitness","",1,Commerce,55,,,,,13750
"",rangerover.com,"Adobe Experience Manager","Automotive And Vehicles","",1,Commerce,55,,,,,13635
"Browning Arms Company",browning.com,"Adobe Experience Manager","Style And Fashion",US,1,Commerce,55,,,,,13570
"BYD(H.K.)CO. LIMITED",bmeasyliftline.com,"Adobe Experience Manager",Unknown,CN,1,Commerce,55,,,,,13512
"PA Co",huntfish.pa.gov,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,13500
"",allstatecareer.org,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,13400
"Allianz Slovenija, podruznica",allianz-slovenija.si,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,13400
"Herschel Supply Co",herschelsupply.de,"Adobe Experience Manager","Business And Industrial",GB,1,Commerce,55,,,,,13372
"Herschel Supply Co",herschelsupply.fr,"Adobe Experience Manager","Business And Industrial",GB,1,Commerce,55,,,,,13372
"Bridgestone Corporation",bridgestone.fr,"Adobe Experience Manager","Business And Industrial",FR,1,Commerce,55,,,,,13340
"Skip to main co",art.scholastic.com,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,13118
"LYBALVI inc",lybalvi.com,"Adobe Experience Manager","Health And Fitness",US,1,Commerce,55,,,,,13095
renault,renault.hr,"Adobe Experience Manager","Automotive And Vehicles",FR,1,Commerce,55,,,,,13077
"Mid State Toyota",midstatetoyota.com,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,55,,,,,13057
"RBC Trust",rbctrust.com,"Adobe Experience Manager",Finance,US,1,Commerce,55,,,,,13025
"Interface Inc",interface.com.cn,"Adobe Experience Manager","Home And Garden",CN,1,Commerce,55,,,,,13000
"Bridgestone Chiudi",bridgestone.ch,"Adobe Experience Manager",Unknown,FR,1,Commerce,55,,,,,12957
"BBVA Allianz Seguros y Reaseguros",bbvaallianz.es,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,12950
"",stockq.org,"Adobe Experience Manager",Finance,CN,1,Commerce,55,,,,,12940
"Fred Hutchinson Cancer Research Center",obliteride.org,"Adobe Experience Manager","Health And Fitness",US,1,Commerce,55,,,,,12925
"AbbVie Inc",aclaremosdeunavez.com.co,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,12897
"",brazilwindpower.com.br,"Adobe Experience Manager","Business And Industrial",GB,1,Commerce,55,,,,,12865
"",daikin-ce.com,"Adobe Experience Manager","Business And Industrial",BE,1,Commerce,55,,,,,12842
"Halliburton Labs",halliburtonlabs.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,55,,,,,12799
"Skip to main co",superstem-aem64-qa.scholastic.com,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,12768
"Skip to main co",classroommagazines-aem64-dev.scholastic.com,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,12768
"Skip to main co",choices.scholastic.com,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,12768
"Skip to main co",upfront-aem-perf.scholastic.com,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,12768
BMW,bmwjamaica.com,"Adobe Experience Manager","Automotive And Vehicles",DE,1,Commerce,55,,,,,12700
"",si-am.de,"Adobe Experience Manager","Business And Industrial",DE,1,Commerce,55,,,,,12665
"Clear Mobile",clearmobile.ie,"Adobe Experience Manager","Business And Industrial",IE,1,Commerce,55,,,,,12650
"UMZUG Se",umzug.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,55,,,,,12647
"Factor This",renewableenergyworld.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,55,,,,,12615
"Akzo Nobel N.V",lesonal.pl,"Adobe Experience Manager","Business And Industrial",PL,1,Commerce,55,,,,,12481
"Abbott Laboratories",de.abbott,"Adobe Experience Manager",Unknown,DE,1,Commerce,55,,,,,12350
"Delta Dental Plan of New Mexico Inc",deltadentalnm.com,"Adobe Experience Manager","Health And Fitness",US,1,Commerce,55,,,,,12314
"Bridgestone Corporation",bridgestone.ee,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,12240
"Bridgestone SchlieAYen",bridgestone.at,"Adobe Experience Manager",Unknown,AT,1,Commerce,55,,,,,12240
"Bridgestone Corporation",bridgestone.gr,"Adobe Experience Manager","Business And Industrial",BE,1,Commerce,55,,,,,12240
"Bridgestone Corporation",bridgestone.lt,"Adobe Experience Manager",Unknown,BE,1,Commerce,55,,,,,12240
"Bridgestone Corporation",bridgestone.cz,"Adobe Experience Manager","Automotive And Vehicles",FR,1,Commerce,55,,,,,12240
Bridgestone,bridgestone.be,"Adobe Experience Manager",Unknown,FR,1,Commerce,55,,,,,12240
"Bridgestone Corporation",bridgestone.lv,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,12240
"",bridgestone.hr,"Adobe Experience Manager",Unknown,IT,1,Commerce,55,,,,,12240
"Florida KidCare",floridakidcare.org,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,12239
"Costa Kreuzfahrten GmbH",costakreuzfahrten.at,"Adobe Experience Manager","Business And Industrial",IT,1,Commerce,55,,,,,12220
"The Medical Staff of Cooley Dickinson Hospital Inc",cooleydickinson.org,"Adobe Experience Manager","Health And Fitness",US,1,Commerce,55,,,,,12205
"",volkswagen-jamaica.com,"Adobe Experience Manager","Automotive And Vehicles",GB,1,Commerce,55,,,,,12200
"",library-projects.flinders.edu.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,55,,,,,12200
"",indooroopillyshopping.com.au,"Adobe Experience Manager",Shopping,AU,1,Commerce,55,,,,,12114
"Hyatt Corporation",baiyuejiudian.com.cn,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,12050
"National Comprehensive Cancer Network Inc",calquencehcp.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,55,,,,,12050
"",icf.com.br,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,11949
"BYD(H.K.)CO. LIMITED",hbzhuangying.com,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,11947
"",swickardtoyota101.com,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,11934
"",amag-classic.ch,"Adobe Experience Manager",Unknown,CH,1,Commerce,55,,,,,11900
"Abbott Laboratorios Do Brasil Ltda",abbottbrasil.com.br,"Adobe Experience Manager","Health And Fitness",BR,1,Commerce,55,,,,,11890
"South Coast Toyota",southcoasttoyota.com,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,55,,,,,11779
"",casulamall.com.au,"Adobe Experience Manager","Food And Drink",AU,1,Commerce,55,,,,,11727
"",imfinzihcp.com,"Adobe Experience Manager","Health And Fitness","",1,Commerce,55,,,,,11718
"",ompshydro.com.au,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,11665
"",ua.abbott,"Adobe Experience Manager",Unknown,UA,1,Commerce,55,,,,,11650
"",toyotaofbayridge.com,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,11554
"Kia Motors Nederland B.V",kia.nl,"Adobe Experience Manager","Automotive And Vehicles",NL,1,Commerce,55,,,,,11530
"Autodesk Bran",brand.autodesk.com,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,11475
" HEALTH DASHB",hds-stg.autodesk.com,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,11474
"Toyota Polska",toyotaostroleka.pl,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,55,,,,,11443
"Toyota Polska",toyota.katowice.pl,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,55,,,,,11443
"",allerganaesthetics.pl,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,11435
"",allerganaesthetics.gr,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,11435
"",kingssquare.com.au,"Adobe Experience Manager",Shopping,AU,1,Commerce,55,,,,,11330
"Akzo Nobel N.V",duluxtradepaintexpert.co.uk,"Adobe Experience Manager","Business And Industrial",GB,1,Commerce,55,,,,,11308
"",blu-u.com,"Adobe Experience Manager",Careers,US,1,Commerce,55,,,,,11300
"",improsafondos.com,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,11300
"Hong Kong Baptist University",lsc.hkbu.edu.hk,"Adobe Experience Manager",Unknown,HK,1,Commerce,55,,,,,11300
Recepedia,recepedia.com,"Adobe Experience Manager","Food And Drink","",1,Commerce,55,,,,,11278
"Eidgenossisches Institut fur Metrologie METAS",metas.ch,"Adobe Experience Manager",Unknown,CH,1,Commerce,55,,,,,11250
"Kreissparkasse Saarlouis",ksk-saarlouis.de,"Adobe Experience Manager",Finance,DE,1,Commerce,55,,,,,11217
"Toyota Cesko",toyota-emilfrey.cz,"Adobe Experience Manager","Automotive And Vehicles",CZ,1,Commerce,55,,,,,11189
"GASGAS MOTORCYCLES GmbH",gasgas.com,"Adobe Experience Manager","Automotive And Vehicles","",1,Commerce,55,,,,,11183
"",erste-am.de,"Adobe Experience Manager",Finance,HU,1,Commerce,55,,,,,11160
"Erste Asset Management d.o.o",erste-am.hr,"Adobe Experience Manager","Business And Industrial",HR,1,Commerce,55,,,,,11160
"Loprofin GmbH",loprofin.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,55,,,,,11078
VIREA,virea.se,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,11058
"Toyota Polska",toyota-zg.pl,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,55,,,,,11043
"Danone Ltd",oykos.co.uk,"Adobe Experience Manager","Food And Drink",GB,1,Commerce,55,,,,,11012
"Puratos Group",puratos-konding.hr,"Adobe Experience Manager","Food And Drink",HR,1,Commerce,55,,,,,10967
"",tenderbox.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,55,,,,,10920
"Business Mirror",businessmirror.net,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,55,,,,,10918
"",international-yachtpaint.com,"Adobe Experience Manager","Law, Govt And Politics","",1,Commerce,55,,,,,10859
"",cavatoyota.com,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,55,,,,,10856
"",erste-am.at,"Adobe Experience Manager",Finance,HU,1,Commerce,55,,,,,10850
"",erste-am.hu,"Adobe Experience Manager",Finance,"",1,Commerce,55,,,,,10850
potnoodle,potnoodle.com,"Adobe Experience Manager","Business And Industrial",GB,1,Commerce,55,,,,,10811
"The Bartell Drug Company",bartelldrugs.com,"Adobe Experience Manager","Food And Drink",US,1,Commerce,55,,,,,10775
"Toyota Slovensko",toyotaprievidza.sk,"Adobe Experience Manager","Automotive And Vehicles",SK,1,Commerce,55,,,,,10707
"Toyota Polska",toyota-bialapodlaska.com.pl,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,55,,,,,10707
"",automobielbedrijfcito-jaguar.nl,"Adobe Experience Manager",Unknown,NL,1,Commerce,55,,,,,10692
"Mercedes-Benz Mexico S. de R.L. de C.V.",mercedes-benz.com.mx,"Adobe Experience Manager","Automotive And Vehicles",MX,1,Commerce,55,,,,,10660
"Sparkasse Mainfranken Wurzburg",sparkasse-mainfranken.de,"Adobe Experience Manager",Finance,DE,1,Commerce,55,,,,,10632
"Artsana S.p.a",picsolution.com,"Adobe Experience Manager","Business And Industrial",IT,1,Commerce,55,,,,,10610
"",toyotahemet.com,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,55,,,,,10556
"",samlubes.in,"Adobe Experience Manager","Business And Industrial",IN,1,Commerce,55,,,,,10540
"",viscomitalia.it,"Adobe Experience Manager","Law, Govt And Politics",IT,1,Commerce,55,,,,,10527
"Algida Czech Republic",algida.cz,"Adobe Experience Manager","Food And Drink","",1,Commerce,55,,,,,10521
"Zweckverbandssparkasse Rhoen-Rennsteig",rhoen-rennsteig-sparkasse.de,"Adobe Experience Manager",Finance,DE,1,Commerce,55,,,,,10500
"Sparkasse Saarbrucken",sparkasse-saarbruecken.de,"Adobe Experience Manager",Finance,DE,1,Commerce,55,,,,,10500
"Kreissparkasse Steinfurt",ksk-steinfurt.de,"Adobe Experience Manager","Business And Industrial",DE,1,Commerce,55,,,,,10500
"Sparkasse Donnersberg",sparkasse-donnersberg.de,"Adobe Experience Manager",Finance,DE,1,Commerce,55,,,,,10500
"FresuCare AG",fresucare.ch,"Adobe Experience Manager",Unknown,CH,1,Commerce,55,,,,,10464
"Hamilton Bond Ltd",hamilton-bond.co.uk,"Adobe Experience Manager","Business And Industrial",GB,1,Commerce,55,,,,,10410
"",sites.udel.edu,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,10400
"Mercer LLC",nzasretirementfund.com,"Adobe Experience Manager","Business And Industrial",NZ,1,Commerce,55,,,,,10300
"",china-ipif.com,"Adobe Experience Manager",Unknown,CN,1,Commerce,55,,,,,10300
"Reed Exhibitions Ltd",reedexport.cn,"Adobe Experience Manager",Science,CN,1,Commerce,55,,,,,10300
"MetLife Insurance Company of Korea Ltd",metlife.co.kr,"Adobe Experience Manager",Unknown,KR,1,Commerce,55,,,,,10300
"",zinokdaugiau.lt,"Adobe Experience Manager",Unknown,LT,1,Commerce,55,,,,,10289
"Moog Inc",moog.es,"Adobe Experience Manager","Home And Garden",ES,1,Commerce,55,,,,,10260
"",lexus-shymkent.kz,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,10250
Regis-TR,regis-tr.com,"Adobe Experience Manager","Business And Industrial",DE,1,Commerce,55,,,,,10219
bavariatt.sk,bavariatt.sk,"Adobe Experience Manager","Automotive And Vehicles",SK,1,Commerce,55,,,,,10213
"",ece.udel.edu,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,10208
"Imperial Chemical Industries Ltd",dulux.com.hk,"Adobe Experience Manager","Law, Govt And Politics",HK,1,Commerce,55,,,,,10178
"Stadtsparkasse Grebenstein",stadtsparkasse-grebenstein.de,"Adobe Experience Manager",Finance,DE,1,Commerce,55,,,,,10150
"Sparkasse der Stadt Iserlohn",sparkasse-iserlohn.de,"Adobe Experience Manager",Travel,DE,1,Commerce,55,,,,,10150
"Sparkasse Hochsauerland",sparkasse-hochsauerland.de,"Adobe Experience Manager",Finance,DE,1,Commerce,55,,,,,10150
TeamViewer,teamviewer.cn,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,10140
"Autostadt GmbH",volkswagen-zubehoer.de,"Adobe Experience Manager","Automotive And Vehicles",DE,1,Commerce,55,,,,,10100
"Shell PLC",shell.com.ar,"Adobe Experience Manager","Automotive And Vehicles",NL,1,Commerce,55,,,,,10040
"",almiclub.cy,"Adobe Experience Manager",Unknown,"",1,Commerce,55,,,,,10019
"Massachusetts Behavioral Health Partnership",masspartnership.com,"Adobe Experience Manager",Unknown,US,1,Commerce,55,,,,,10000
"Juniper Networks, Inc.",juniper.net,"Adobe Experience Manager","Technology And Computing",US,3,"Internal Support",50,968020,,,,84111
"SIX Exchange Regulation AG",ser-ag.com,"Adobe Experience Manager",Finance,CH,1,Commerce,50,,,,,9985
"",acciona-energia.pl,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,9965
"Flinders Se",researchnow.flinders.edu.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,9965
"Central California Society for Human Resource Management",centralcalshrm.org,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,9947
MINI,mini.com.mt,"Adobe Experience Manager","Business And Industrial",MT,1,Commerce,50,,,,,9935
"",toyota7su.kz,"Adobe Experience Manager","Automotive And Vehicles","",1,Commerce,50,,,,,9930
"Sparkasse Freiburg - Nordlicher Breisgau",sparkasse-freiburg.de,"Adobe Experience Manager",Finance,DE,1,Commerce,50,,,,,9910
"mybenefitsolutions.com Inc",mybenefitsolutions.com,"Adobe Experience Manager",Finance,US,1,Commerce,50,,,,,9850
"Kreissparkasse Doebeln",sparkasse-doebeln.de,"Adobe Experience Manager",Finance,DE,1,Commerce,50,,,,,9850
"Sparkasse Trier",sparkasse-trier.de,"Adobe Experience Manager",Travel,DE,1,Commerce,50,,,,,9850
Mercedes-Benz,mercedes-benz.com.au,"Adobe Experience Manager","Automotive And Vehicles",DE,1,Commerce,50,,,,,9820
"Avacon AG",avacon.de,"Adobe Experience Manager",Sports,DE,1,Commerce,50,,,,,9812
"ALCO Partners LLC",alcopartners.com,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,50,,,,,9800
joyatparty,joyatparty.com.my,"Adobe Experience Manager","Home And Garden",ZA,1,Commerce,50,,,,,9800
afreshstartfunding.com,afreshstartfunding.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,9800
Mastercard,mastercard.mt,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,9800
"ELE Verteilnetz GmbH",evng.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,9779
"Primeiros 1000 dias",primeiros1000dias.com.br,"Adobe Experience Manager","Health And Fitness",BR,1,Commerce,50,,,,,9682
"Autodesk Inc.",research.autodesk.com,"Adobe Experience Manager",Unknown,GB,1,Commerce,50,,,,,9672
Adeptus,adeptus.co.za,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,9650
"fusionZONE Automotive LLC",greenstoyotaoflexington.com,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,50,,,,,9616
"Vancouver Girls Softball Association",vancouvergirlssoftball.org,"Adobe Experience Manager",Sports,"",1,Commerce,50,,,,,9506
Highmark,highmarkbcbswv.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,9500
"",sparkasse-guetersloh-rietberg-versmold.de,"Adobe Experience Manager",Finance,DE,1,Commerce,50,,,,,9500
"Bank of China Ltd",bankofchina.co.id,"Adobe Experience Manager",Unknown,HK,1,Commerce,50,,,,,9500
"BenQ Corporation",benq.com.cn,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,9500
"DZ BANK AG",foerder-welt.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,9500
"Sparkasse Neuburg-Rain",sparkasse-neuburg-rain.de,"Adobe Experience Manager",Finance,DE,1,Commerce,50,,,,,9500
"",stmmyntet.se,"Adobe Experience Manager",Unknown,SE,1,Commerce,50,,,,,9500
"Zweckverbandssparkasse Duderstadt",sparkasse-duderstadt.de,"Adobe Experience Manager",Travel,DE,1,Commerce,50,,,,,9500
"",cpccameroun.org,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,9500
"Synodus Episcoporum",synod.va,"Adobe Experience Manager",Unknown,VA,1,Commerce,50,,,,,9500
"",kl-motors.es,"Adobe Experience Manager","Automotive And Vehicles","",1,Commerce,50,,,,,9500
"",biogentriallink.com,"Adobe Experience Manager","Law, Govt And Politics",US,1,Commerce,50,,,,,9500
"Biogen Canada Inc",biogentherapies.ca,"Adobe Experience Manager","Health And Fitness",ES,1,Commerce,50,,,,,9500
"Stadtsparkasse Schwedt",sparkasse-schwedt.de,"Adobe Experience Manager",Finance,DE,1,Commerce,50,,,,,9500
"United Natural Foods Inc",iunfi.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,9500
"",fullypresent.website,"Adobe Experience Manager",Society,"",1,Commerce,50,,,,,9500
"Campo Santo Teutonico Vatikanstadt",camposantoteutonico.va,"Adobe Experience Manager",Unknown,VA,1,Commerce,50,,,,,9500
"",biogen.com.mx,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,9500
"80 Collins Melbourne",80collins.com.au,"Adobe Experience Manager","Food And Drink",AU,1,Commerce,50,,,,,9437
"Puyallup Modern Dentistry",puyallupmoderndentistry.com,"Adobe Experience Manager","Health And Fitness",US,1,Commerce,50,,,,,9410
"VS Salons UK Limited",sassoon-global.com,"Adobe Experience Manager",Unknown,GB,1,Commerce,50,,,,,9325
"",reno.dk,"Adobe Experience Manager","Business And Industrial",DK,1,Commerce,50,,,,,9317
"",danonehealthacademy.com.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,9215
"Solutran Inc",healthybenefitsplus.com,"Adobe Experience Manager","Food And Drink",US,1,Commerce,50,,,,,9207
"The Tiffany And CO Foundation",tiffanyandcofoundation.org,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,9200
Mercedes-Benz,mercedes-benz.com.my,"Adobe Experience Manager","Automotive And Vehicles",DE,1,Commerce,50,,,,,9188
LINIC,linic.pt,"Adobe Experience Manager",Sports,PT,1,Commerce,50,,,,,9121
"",hellmanns.pt,"Adobe Experience Manager",Unknown,PT,1,Commerce,50,,,,,9121
"Australian Trade Commission",tra.gov.au,"Adobe Experience Manager","Law, Govt And Politics",AU,1,Commerce,50,,,,,9102
www.controlatudolor.es,controlatudolor.es,"Adobe Experience Manager","Home And Garden","",1,Commerce,50,,,,,9043
"",taylorfoundation.org,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,9028
"Algida HU",algida.hu,"Adobe Experience Manager",Unknown,HU,1,Commerce,50,,,,,9010
"",jeep-dubai.com,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,50,,,,,9000
"",bridgestone.bg,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,8905
"Robert Walters",robertwalters.com.hk,"Adobe Experience Manager","Business And Industrial",GB,1,Commerce,50,,,,,8900
"Le Royal Monceau",leroyalmonceau.com,"Adobe Experience Manager","Food And Drink",FR,1,Commerce,50,,,,,8885
"ALTERNA OPERADOR INTEGRAL S.L",alternaonline.es,"Adobe Experience Manager","Business And Industrial",ES,1,Commerce,50,,,,,8871
"Conheca a Linha Milnutri da Danone Milnutri",milnutri.com.br,"Adobe Experience Manager",Unknown,BR,1,Commerce,50,,,,,8865
"",nordsjo.no,"Adobe Experience Manager",Science,NO,1,Commerce,50,,,,,8778
"",cuprinol.se,"Adobe Experience Manager",Unknown,SE,1,Commerce,50,,,,,8778
"Palmolive Co",palmolive.pl,"Adobe Experience Manager","Business And Industrial",PL,1,Commerce,50,,,,,8750
"Next Venture Motorsports LLC",nextventuremotorsports.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,8727
"Mercedes-Benz AG",mercedes-benz.com.bo,"Adobe Experience Manager","Automotive And Vehicles",BO,1,Commerce,50,,,,,8700
www.beatafib.com.au,beatafib.com.au,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,8693
"",q8.com,"Adobe Experience Manager","Business And Industrial",ES,1,Commerce,50,,,,,8630
